name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
Daoura,5516,Valid,L4,35,Found,1952,29.583330,-3.750000,"(29.58333, -3.75)"
Darinskoe,6602,Valid,"Iron, IIC",11200,Found,1984,51.416670,51.966670,"(51.41667, 51.96667)"
Davis Mountains,6615,Valid,"Iron, IIIAB",689000,Found,1903,30.750000,-104.250000,"(30.75, -104.25)"
Davy (a),6616,Valid,L4,50600,Found,1940,29.100000,-97.600000,"(29.1, -97.6)"
Davy (b),6617,Valid,H4,3770,Found,1981,29.008330,-97.705560,"(29.00833, -97.70556)"
Dawn (a),6618,Valid,H6,7682,Found,1981,34.860000,-102.120000,"(34.86, -102.12)"
Dawn (b),6619,Valid,H4/5,257.60000000000002,Found,1981,34.860000,-102.120000,"(34.86, -102.12)"
Dayton,6620,Valid,"Iron, IAB-sLH",26300,Found,1892,39.750000,-84.166670,"(39.75, -84.16667)"
De Hoek,6622,Valid,"Iron, ungrouped",20930,Found,1960,-29.383330,23.100000,"(-29.38333, 23.1)"
De Kalb,6623,Valid,H,566,Found,1969,39.591670,-94.921940,"(39.59167, -94.92194)"
De Nova,6624,Valid,L6,12700,Found,1940,39.850000,-102.950000,"(39.85, -102.95)"
Deán Funes,6635,Valid,H5,9260,Found,1977,-30.433330,-64.200000,"(-30.43333, -64.2)"
Deelfontein,6636,Valid,"Iron, IAB-MG",28000,Found,1932,-30.183330,23.266670,"(-30.18333, 23.26667)"
Deep Springs,6637,Valid,"Iron, ungrouped",11500,Found,1846,36.500000,-79.750000,"(36.5, -79.75)"
Dehesa,6638,Valid,"Iron, ungrouped",280,Found,1866,-33.500000,-70.500000,"(-33.5, -70.5)"
Del Rio,6639,Valid,"Iron, IIF",3596,Found,1965,29.366670,-100.966670,"(29.36667, -100.96667)"
Delaware,6640,Valid,L4,8346,Found,1972,35.283330,-93.500000,"(35.28333, -93.5)"
Delegate,6641,Valid,"Iron, IIIAB-an",27700,Found,1904,-37.000000,149.033330,"(-37.0, 149.03333)"
Dellys,6643,Valid,Iron,76,Found,1865,36.916670,3.916670,"(36.91667, 3.91667)"
Delphos (a),6645,Valid,L4,1244.7,Found,1968,34.083330,-103.525000,"(34.08333, -103.525)"
Delphos (b),6646,Valid,OC,548,Found,1968,34.090000,-103.611670,"(34.09, -103.61167)"
Delphos (c),6647,Valid,L5,885,Found,1977,34.050000,-103.633330,"(34.05, -103.63333)"
Delphos (d),6648,Valid,H5,276,Found,1969,34.050000,-103.550000,"(34.05, -103.55)"
Deming,55792,Valid,H5,784,Found,2009,32.225480,-107.904590,"(32.22548, -107.90459)"
Dengli,6650,Valid,H3.8,243.5,Found,1976,39.066670,58.866670,"(39.06667, 58.86667)"
Densmore (1879),6656,Valid,L6,37200,Found,1879,39.650000,-99.683330,"(39.65, -99.68333)"
Densmore (1950),6657,Valid,H6,11300,Found,1950,39.565830,-99.647220,"(39.56583, -99.64722)"
Denton County,6659,Valid,"Iron, IIIAB",5400,Found,1856,33.000000,-97.000000,"(33.0, -97.0)"
Denver City,6661,Valid,"Iron, ungrouped",26100,Found,1975,33.071390,-102.800280,"(33.07139, -102.80028)"
Deport,6662,Valid,"Iron, IAB-sLL",15000,Found,1926,33.516670,-95.300000,"(33.51667, -95.3)"
Deport (a),6663,Valid,H4,604,Found,1944,33.516670,-95.300000,"(33.51667, -95.3)"
Dermbach,6665,Valid,"Iron, ungrouped",1500,Found,1924,50.716670,10.116670,"(50.71667, 10.11667)"
Desert Willow,48655,Valid,H4/5,11.3,Found,2007,32.319000,-111.077000,"(32.319, -111.077)"
Devil Peak,6695,Valid,L6,34.700000000000003,Found,1999,35.659170,-115.372830,"(35.65917, -115.37283)"
Dexter,6697,Valid,"Iron, IIIAB",1724,Found,1889,33.816670,-97.000000,"(33.81667, -97.0)"
Diablo Pass,35516,Valid,L6,246.6,Found,2004,33.663480,-114.292070,"(33.66348, -114.29207)"
Diamond Valley,7641,Valid,H5,440,Found,2001,40.081730,-115.936730,"(40.08173, -115.93673)"
Digor,49716,Valid,"Iron, IIIAB",3800,Found,2006,42.333330,89.333330,"(42.33333, 89.33333)"
Dimboola,7643,Valid,H5,16000,Found,1944,-36.500000,142.033330,"(-36.5, 142.03333)"
Dimitrovgrad,7644,Valid,"Iron, IIIAB",100000,Found,1949,43.046390,22.863890,"(43.04639, 22.86389)"
Dimmitt,7645,Valid,H3.7,200000,Found,1942,34.583330,-102.166670,"(34.58333, -102.16667)"
Dimmitt (b),7646,Valid,OC,2800,Found,1981,34.483330,-102.328330,"(34.48333, -102.32833)"
Dingo Pup Donga,7647,Valid,Ureilite,122.7,Found,1965,-30.433330,126.100000,"(-30.43333, 126.1)"
Dispatch,7648,Valid,H,220,Found,1956,39.500000,-98.533330,"(39.5, -98.53333)"
Divnoe,7650,Valid,Achondrite-ung,12700,Found,1981,45.700000,43.700000,"(45.7, 43.7)"
Dix,7651,Valid,L6,44000,Found,1927,41.233330,-103.483330,"(41.23333, -103.48333)"
Djebel In-Azzene,7655,Valid,"Iron, IIIAB",12500,Found,1990,27.866670,0.450000,"(27.86667, 0.45)"
Dolores,7660,Valid,"Iron, IIIAB",4333,Found,2001,-19.650000,-69.950000,"(-19.65, -69.95)"
Donnybrook,7709,Valid,Mesosiderite?,414,Found,1918,-33.616670,115.916670,"(-33.61667, 115.91667)"
Doolgunna,7710,Valid,L,20,Found,1967,-25.933330,119.300000,"(-25.93333, 119.3)"
Dor el Gani,7711,Valid,"Iron, IIIAB",2575,Found,1972,26.958330,16.033330,"(26.95833, 16.03333)"
Dora (pallasite),7712,Valid,"Pallasite, PMG",7600,Found,1955,33.926670,-103.955000,"(33.92667, -103.955)"
Dora (stone),7713,Valid,OC,1570,Found,1970,33.923330,-103.350000,"(33.92333, -103.35)"
"D'Orbigny",7714,Valid,Angrite,16550,Found,1979,-37.666670,-61.650000,"(-37.66667, -61.65)"
Dorofeevka,7717,Valid,"Iron, IIF",12600,Found,1910,53.333330,70.066670,"(53.33333, 70.06667)"
Dorrigo,7720,Valid,"Iron, ungrouped",8500,Found,1948,-30.283330,152.666670,"(-30.28333, 152.66667)"
Dos Cabezas,7721,Valid,L5,755,Found,1998,32.295000,-109.670000,"(32.295, -109.67)"
Dougherty,7724,Valid,L6,1113,Found,2002,33.979170,-101.200000,"(33.97917, -101.2)"
Doyleville,7727,Valid,H5,112,Found,1887,38.416670,-106.583330,"(38.41667, -106.58333)"
Drayton,7729,Valid,H4/5,2350,Found,1982,48.666670,-97.116670,"(48.66667, -97.11667)"
Dresden (Kansas),7730,Valid,H5,6760,Found,1953,39.616670,-100.463060,"(39.61667, -100.46306)"
Dronino,7732,Valid,"Iron, ungrouped",40000,Found,2000,54.746670,41.421670,"(54.74667, 41.42167)"
Drum Mountains,7733,Valid,"Iron, IIIAB",529000,Found,1944,39.500000,-112.900000,"(39.5, -112.9)"
Dry Lake Valley,7734,Valid,L6,3.5,Found,2000,37.726830,-114.786500,"(37.72683, -114.7865)"
Duchesne,7737,Valid,"Iron, IVA",22700,Found,1906,40.383330,-110.866670,"(40.38333, -110.86667)"
Duel Hill (1854),7738,Valid,"Iron, IVA",21800,Found,1854,35.850000,-82.700000,"(35.85, -82.7)"
Duel Hill (1873),7739,Valid,"Iron, IAB-MG",11300,Found,1873,35.850000,-82.700000,"(35.85, -82.7)"
Duketon,7740,Valid,"Iron, IIIAB",118300,Found,1948,-27.500000,122.366670,"(-27.5, 122.36667)"
Dumas (a),7741,Valid,H5,46050,Found,1956,35.900000,-101.900000,"(35.9, -101.9)"
Dumas (b),7742,Valid,H6,2284,Found,1980,35.925000,-101.895000,"(35.925, -101.895)"
Dumont,47341,Valid,"Iron, IVB",27420,Found,1994,33.816670,-100.516670,"(33.81667, -100.51667)"
Duncanville,7744,Valid,H,17800,Found,1961,32.633330,-96.866670,"(32.63333, -96.86667)"
Dungannon,7747,Valid,"Iron, IAB-MG",13000,Found,1922,36.850000,-82.450000,"(36.85, -82.45)"
Dunganville,7748,Valid,"Iron, IIIAB",54000,Found,1976,-42.550000,171.350000,"(-42.55, 171.35)"
Dutch Flat,7753,Valid,"Iron, IIAB",48.8,Found,2002,34.483330,-113.916670,"(34.48333, -113.91667)"
Dwight,7756,Valid,L6,4100,Found,1940,38.850000,-96.583330,"(38.85, -96.58333)"
Eads,7759,Valid,H4,4860,Found,1975,38.470000,-102.826670,"(38.47, -102.82667)"
Eagle Station,7761,Valid,"Pallasite, PES",36000,Found,1880,38.616670,-84.966670,"(38.61667, -84.96667)"
Edjudina,7766,Valid,H4,4480,Found,1969,-29.586390,122.181670,"(-29.58639, 122.18167)"
Edmond,7767,Valid,H6,4000,Found,1983,39.766670,-99.916670,"(39.76667, -99.91667)"
Edmonson (a),7768,Valid,L6,12000,Found,1955,34.283330,-101.833330,"(34.28333, -101.83333)"
Edmonson (b),7769,Valid,H4,14402,Found,1981,34.283330,-101.833330,"(34.28333, -101.83333)"
Edmonton (Canada),7770,Valid,"Iron, IIAB",7340,Found,1939,53.666670,-113.416670,"(53.66667, -113.41667)"
Edmonton (Kentucky),7771,Valid,"Iron, IAB-sLM",10200,Found,1942,37.033330,-85.633330,"(37.03333, -85.63333)"
Efremovka,7772,Valid,CV3,21000,Found,1962,52.500000,77.000000,"(52.5, 77.0)"
Egvekinot,7773,Valid,"Iron, IAB-sLM",10000,Found,1970,66.800000,178.200000,"(66.8, 178.2)"
El Bahrain,7790,Valid,L6,14000,Found,1983,28.600000,26.400000,"(28.6, 26.4)"
El Burro,7793,Valid,"Iron, IIAB",35900,Found,1939,29.333330,-101.833330,"(29.33333, -101.83333)"
El Capitan,7794,Valid,"Iron, IIIAB",27500,Found,1893,33.500000,-105.500000,"(33.5, -105.5)"
El Carmen,7795,Valid,H6,629,Found,1987,26.866670,-105.233330,"(26.86667, -105.23333)"
El Faiyum,7803,Valid,H5,73.5,Found,1993,29.283330,30.850000,"(29.28333, 30.85)"
El Golea,7804,Valid,L6,823,Found,1990,30.016670,2.983330,"(30.01667, 2.98333)"
El Gouanem,7805,Valid,Ureilite,2100,Found,2000,30.100000,-6.850000,"(30.1, -6.85)"
El Hammami,7806,Valid,H5,240000,Found,1997,23.283330,-10.816670,"(23.28333, -10.81667)"
El Mirage,7809,Valid,"Iron, IIAB",598,Found,1972,33.683330,-112.266670,"(33.68333, -112.26667)"
El Paso,7812,Valid,LL4,276,Found,1950,31.783330,-106.233330,"(31.78333, -106.23333)"
El Perdido,7813,Valid,H5,30250,Found,1905,-38.683330,-61.100000,"(-38.68333, -61.1)"
El Pozo,7814,Valid,L5,460,Found,1998,26.933330,-105.400000,"(26.93333, -105.4)"
El Qoseir,7815,Valid,"Iron, ungrouped",2405,Found,1921,26.283330,34.250000,"(26.28333, 34.25)"
El Rancho Grande,7816,Valid,Pallasite,40.700000000000003,Found,1954,37.000000,-105.000000,"(37.0, -105.0)"
El Sampal,7817,Valid,"Iron, IIIAB",142000,Found,1973,-44.533330,-70.366670,"(-44.53333, -70.36667)"
El Simbolar,7818,Valid,Iron,40000,Found,1938,-30.633330,-64.883330,"(-30.63333, -64.88333)"
El Timbu,7820,Valid,Iron,500000,Found,1942,-33.116670,-60.966670,"(-33.11667, -60.96667)"
Elba,7821,Valid,H5,4175,Found,1966,39.833330,-103.216670,"(39.83333, -103.21667)"
Elga,10012,Valid,"Iron, IIE",28800,Found,1959,64.700000,141.200000,"(64.7, 141.2)"
Eli Elwah,10013,Valid,L6,15200,Found,1888,-34.500000,144.716670,"(-34.5, 144.71667)"
Elida (a),10014,Valid,L6,936.8,Found,1968,33.783330,-103.576670,"(33.78333, -103.57667)"
Elida (b),10015,Valid,OC,537.79999999999995,Found,1968,33.916670,-103.518330,"(33.91667, -103.51833)"
Elida (c),10016,Valid,H5,385.5,Found,1968,33.790000,-103.563330,"(33.79, -103.56333)"
Elkhart,10017,Valid,H5,573,Found,1936,37.016670,-101.883330,"(37.01667, -101.88333)"
Ella Island,10018,Valid,L6,7500,Found,1971,72.883330,-25.116670,"(72.88333, -25.11667)"
Ellerslie,10020,Valid,L5,10200,Found,1905,-28.900000,146.766670,"(-28.9, 146.76667)"
Ellicott,10021,Valid,"Iron, IAB-ung",15700,Found,1960,38.807780,-104.569440,"(38.80778, -104.56944)"
Ellis County,10022,Valid,H6,4692,Found,1948,38.783330,-99.333330,"(38.78333, -99.33333)"
Ellisras,10023,Valid,Iron,2066,Found,1970,-23.833330,27.916670,"(-23.83333, 27.91667)"
Elm Creek,10024,Valid,H4,7000,Found,1906,38.500000,-96.200000,"(38.5, -96.2)"
El-Oued,47729,Valid,H4,2305,Found,1952,31.533333,8.883333,"(31.533333, 8.883333)"
El-Quss Abu Said,10026,Valid,CM2,53.1,Found,1999,27.314170,27.964670,"(27.31417, 27.96467)"
Elsinora,10027,Valid,H5,1797,Found,1922,-29.450000,143.600000,"(-29.45, 143.6)"
Eltanin,10028,Valid,Mesosiderite,1200,Found,1981,-57.786670,-90.793330,"(-57.78667, -90.79333)"
Elton,10029,Valid,"Iron, ungrouped",1900,Found,1936,33.716670,-100.833330,"(33.71667, -100.83333)"
Elyria,10030,Valid,"Iron, IIIAB",10900,Found,1971,38.280000,-97.365000,"(38.28, -97.365)"
Emery,10031,Valid,Mesosiderite-A3,16700,Found,1962,43.563330,-97.583330,"(43.56333, -97.58333)"
Emmitsburg,10034,Valid,"Iron, IIIAB?",450,Found,1854,39.716670,-77.300000,"(39.71667, -77.3)"
Emsland,10035,Valid,"Iron, ungrouped",19000,Found,1940,53.100000,7.200000,"(53.1, 7.2)"
En Naffatiyah,52012,Valid,L6,87.2,Found,2007,33.218880,10.834450,"(33.21888, 10.83445)"
Enigma,10036,Valid,H4,94,Found,1967,31.333330,-82.316670,"(31.33333, -82.31667)"
Enon,10037,Valid,"Iron, ungrouped",763,Found,1883,39.866670,-83.950000,"(39.86667, -83.95)"
Erg Tiferine,30562,Valid,H5/6,325,Found,2001,27.266670,6.766670,"(27.26667, 6.76667)"
Erie,10045,Valid,L6,3300,Found,1965,40.031670,-105.056670,"(40.03167, -105.05667)"
Erldunda,10046,Valid,H5,190,Found,1992,-25.296470,133.200060,"(-25.29647, 133.20006)"
Erofeevka,10048,Valid,H4,1771.9,Found,1937,51.866670,70.350000,"(51.86667, 70.35)"
Escalón,10050,Valid,H4,54.3,Found,1979,27.000000,-104.000000,"(27.0, -104.0)"
Esperance,10052,Valid,L/LL3.4,397,Found,1991,-33.866670,121.916670,"(-33.86667, 121.91667)"
Esquel,10054,Valid,"Pallasite, PMG",755000,Found,1951,-42.900000,-71.333330,"(-42.9, -71.33333)"
Essex,10056,Valid,H5,5000,Found,2002,34.611670,-115.033330,"(34.61167, -115.03333)"
Estacado,10057,Valid,H6,290000,Found,1883,33.900000,-101.750000,"(33.9, -101.75)"
Estación Imilac,54717,Valid,H5,1908,Found,2004,-24.229830,-68.892530,"(-24.22983, -68.89253)"
Ethiudna,10060,Valid,L4,74318,Found,1977,-32.033330,139.783330,"(-32.03333, 139.78333)"
Etosha,10061,Valid,"Iron, IC",110700,Found,1970,-18.500000,16.000000,"(-18.5, 16.0)"
Etter,10062,Valid,L5,450000,Found,1965,35.983330,-101.900000,"(35.98333, -101.9)"
Euclid,10063,Valid,H5,2500,Found,1970,47.958330,-96.700000,"(47.95833, -96.7)"
Eunice,10064,Valid,H5,2300,Found,1961,34.470000,-101.758330,"(34.47, -101.75833)"
Eustis,10065,Valid,H4,502,Found,1918,28.833330,-81.683330,"(28.83333, -81.68333)"
Eva,10066,Valid,H5,6700,Found,1965,36.816670,-101.908330,"(36.81667, -101.90833)"
Fairburn,56565,Valid,"Iron, IAB-ung",445,Found,1907,43.603000,-103.026000,"(43.603, -103.026)"
Fairfield,10069,Valid,"Iron, IAB-MG",1600,Found,1974,39.333330,-84.600000,"(39.33333, -84.6)"
Fairview,10070,Valid,"Iron, IIIAB",28800,Found,1986,34.101390,-102.650000,"(34.10139, -102.65)"
Faith,10071,Valid,H5,105000,Found,1952,45.333330,-102.083330,"(45.33333, -102.08333)"
Falsey Draw,10072,Valid,L6,4180,Found,1995,33.843330,-103.936670,"(33.84333, -103.93667)"
Farley,10073,Valid,H5,19400,Found,1936,36.333330,-104.050000,"(36.33333, -104.05)"
Farnum,10076,Valid,L5,4200,Found,1937,40.250000,-100.233330,"(40.25, -100.23333)"
Faucett,10077,Valid,H5,100000,Found,1966,39.616670,-94.866670,"(39.61667, -94.86667)"
Felsted,10082,Valid,"Iron, IIIAB",13500,Found,1977,54.990560,9.491940,"(54.99056, 9.49194)"
Felt,10083,Valid,H6,5400,Found,1970,36.550000,-102.783330,"(36.55, -102.78333)"
Felt (b),10084,Valid,L3.5-5,5590,Found,1990,36.583330,-102.700000,"(36.58333, -102.7)"
Fenbark,10085,Valid,H5,1861,Found,1968,-30.440280,121.256940,"(-30.44028, 121.25694)"
Ferguson Switch,10089,Valid,H5,1700,Found,1937,34.000000,-101.500000,"(34.0, -101.5)"
Ferintosh,10090,Valid,OC,2201,Found,1965,52.800000,-112.983330,"(52.8, -112.98333)"
Fife,30563,Valid,H5,8600,Found,2003,31.389720,-99.405830,"(31.38972, -99.40583)"
Fillmore,10093,Valid,Iron,113,Found,1916,49.883333,-103.600000,"(49.883333, -103.6)"
Finmarken,10103,Valid,"Pallasite, PMG",78300,Found,1902,70.000000,24.000000,"(70.0, 24.0)"
Finney,10104,Valid,L5,10700,Found,1962,34.266670,-101.566670,"(34.26667, -101.56667)"
Finney (c),10105,Valid,OC,492,Found,1978,34.298330,-101.683330,"(34.29833, -101.68333)"
Fish Canyon,10106,Valid,"Iron, IAB complex",27.3,Found,1992,31.735000,-110.753330,"(31.735, -110.75333)"
Fitzwater Pass,51738,Valid,"Iron, IIIF",65.400000000000006,Found,1974,42.038390,-120.589420,"(42.03839, -120.58942)"
Flagg,10108,Valid,L5,7000,Found,1954,34.433330,-102.516670,"(34.43333, -102.51667)"
Flagler,30564,Valid,H3.8,4100,Found,1972,39.230000,-102.990000,"(39.23, -102.99)"
Flandreau,10109,Valid,H5,21360,Found,1983,44.048330,-96.591670,"(44.04833, -96.59167)"
Fleming,10110,Valid,H3.7,1750,Found,1940,40.683330,-102.816670,"(40.68333, -102.81667)"
Florey,10112,Valid,H6,110800,Found,1978,32.522500,-102.705000,"(32.5225, -102.705)"
Floyd,10113,Valid,L4,13000,Found,1966,34.193330,-103.575000,"(34.19333, -103.575)"
Floydada,10114,Valid,"Iron, IIIAB",12500,Found,1912,33.983330,-101.283330,"(33.98333, -101.28333)"
Floydada (b),10115,Valid,H5,6266,Found,1999,33.983330,-101.333330,"(33.98333, -101.33333)"
Fluvanna (a),10116,Valid,L5,9500,Found,1967,32.800000,-101.116670,"(32.8, -101.11667)"
Fluvanna (b),10117,Valid,H6,4110,Found,1976,32.903330,-101.162780,"(32.90333, -101.16278)"
Föllinge,10118,Valid,"Iron, IAB-sLH",400,Found,1932,63.733330,14.850000,"(63.73333, 14.85)"
Forestburg (a),10121,Valid,L4,26100,Found,1957,33.506670,-97.651390,"(33.50667, -97.65139)"
Forestburg (b),10122,Valid,L5,26600,Found,1957,33.495560,-97.588610,"(33.49556, -97.58861)"
Forrest Lakes,10161,Valid,LL5,500,Found,1948,-29.416670,129.500000,"(-29.41667, 129.5)"
Forsyth County,10165,Valid,"Iron, IIAB",22700,Found,1891,36.100000,-80.200000,"(36.1, -80.2)"
Fort Pierre,10167,Valid,"Iron, IIIAB",15900,Found,1856,44.350000,-100.383330,"(44.35, -100.38333)"
Fort Stockton,10168,Valid,Iron,4762.8,Found,1952,30.916670,-103.066670,"(30.91667, -103.06667)"
Fortuna,10169,Valid,Winonaite,312,Found,1998,-35.133330,-65.366670,"(-35.13333, -65.36667)"
Foster,10170,Valid,H4,1992,Found,1975,33.100000,-102.266670,"(33.1, -102.26667)"
Foum Zguid,10171,Valid,"Iron, IIAB",6000,Found,1998,30.066670,-6.900000,"(30.06667, -6.9)"
Fountain Hills,30565,Valid,CBa,60,Found,2002,33.610000,-111.720000,"(33.61, -111.72)"
Four Corners,10172,Valid,"Iron, IAB-ung",25000,Found,1924,37.000000,-109.050000,"(37.0, -109.05)"
Franceville,10173,Valid,"Iron, IIIAB",18800,Found,1890,38.816670,-104.616670,"(38.81667, -104.61667)"
Franconia,10174,Valid,H5,100000,Found,2002,34.716370,-114.221970,"(34.71637, -114.22197)"
Frankel City,10175,Valid,L6,4700,Found,1977,32.333330,-102.745000,"(32.33333, -102.745)"
Frankfort (iron),10176,Valid,"Iron, IIIAB",10900,Found,1866,38.200000,-84.833330,"(38.2, -84.83333)"
Franklin,10178,Valid,H5,9062,Found,1921,36.716670,-86.566670,"(36.71667, -86.56667)"
Franklinville,10179,Valid,L6,108,Found,1888,38.500000,-100.000000,"(38.5, -100.0)"
Freda,10180,Valid,"Iron, IAB-sLH",268,Found,1919,46.383330,-101.233330,"(46.38333, -101.23333)"
Fremont Butte,10181,Valid,L4,6647,Found,1963,38.500000,-105.500000,"(38.5, -105.5)"
Frenchman Bay,10182,Valid,H3.5,8800,Found,1964,-30.608330,115.166670,"(-30.60833, 115.16667)"
Friona,10184,Valid,L5,21900,Found,1981,34.540000,-102.568330,"(34.54, -102.56833)"
Fukang,34491,Valid,"Pallasite, PMG",1003000,Found,2000,44.433330,87.633330,"(44.43333, 87.63333)"
Fukue,10835,Valid,Iron,7.3,Found,1849,32.700000,128.850000,"(32.7, 128.85)"
Gahanna,10842,Valid,"Iron, IAB-MG",1201,Found,1950,40.016670,-82.866670,"(40.01667, -82.86667)"
Gail,10843,Valid,H4,4650,Found,1948,32.700000,-101.600000,"(32.7, -101.6)"
Gaines County Park,10844,Valid,H5,13700,Found,1977,32.833330,-102.733330,"(32.83333, -102.73333)"
Galatia,10847,Valid,L6,23900,Found,1971,38.641670,-98.883330,"(38.64167, -98.88333)"
Galleta Flat,52414,Valid,H4,392,Found,2009,32.004150,-110.375030,"(32.00415, -110.37503)"
Gan Gan,10852,Valid,"Iron, IVA",83000,Found,1984,-42.666670,-68.083330,"(-42.66667, -68.08333)"
Gao-Guenie (b),10855,Valid,CR,344,Found,2002,11.650000,-2.183330,"(11.65, -2.18333)"
Garabato,10856,Valid,H5,160000,Found,1995,-28.866670,-60.200000,"(-28.86667, -60.2)"
Garden Head,10857,Valid,"Iron, IAB-sHH",1296,Found,1944,49.816670,-108.460000,"(49.81667, -108.46)"
Garnett,10862,Valid,H4,4788,Found,1938,38.266670,-95.250000,"(38.26667, -95.25)"
Garraf,10863,Valid,L6,8800,Found,1905,41.266670,1.916670,"(41.26667, 1.91667)"
Garrison,10864,Valid,H5,5116,Found,1969,33.863330,-103.346670,"(33.86333, -103.34667)"
Gascoyne Junction,10865,Valid,H5,10000,Found,1978,-24.500000,115.183330,"(-24.5, 115.18333)"
Gay Gulch,10867,Valid,"Iron, IAB-sHH",483,Found,1901,63.916670,-139.333330,"(63.91667, -139.33333)"
Gaylord,10868,Valid,H4,8480,Found,1983,39.616670,-98.700000,"(39.61667, -98.7)"
Gebel Kamil,52031,Valid,"Iron, ungrouped",1600000,Found,2009,22.018330,26.087780,"(22.01833, 26.08778)"
Genichesk,10871,Valid,L5/6,531,Found,1927,46.700000,32.600000,"(46.7, 32.6)"
Georgetown,10904,Valid,H6,687,Found,1967,39.700000,-105.700000,"(39.7, -105.7)"
Gerona,10906,Valid,H5,148,Found,1899,41.966670,2.816670,"(41.96667, 2.81667)"
Ghéizel,10908,Valid,H4,375,Found,1988,29.659720,20.086110,"(29.65972, 20.08611)"
Ghubara,10911,Valid,L5,1750000,Found,1954,19.227780,56.142780,"(19.22778, 56.14278)"
Gibeon,10912,Valid,"Iron, IVA",26000000,Found,1836,-25.500000,18.000000,"(-25.5, 18.0)"
Gibson,10913,Valid,Lodranite,67.099999999999994,Found,1991,-33.683330,121.800000,"(-33.68333, 121.8)"
Gila Bend,30664,Valid,L5,3700,Found,2000,33.033330,-112.616670,"(33.03333, -112.61667)"
Gilgoin,10915,Valid,H5,147000,Found,1889,-30.383330,147.200000,"(-30.38333, 147.2)"
Gilzem,10916,Valid,H5,436,Found,1987,49.873610,6.505560,"(49.87361, 6.50556)"
Giroux,10918,Valid,"Pallasite, PMG",4275,Found,1954,49.616670,-96.550000,"(49.61667, -96.55)"
Gladstone (iron),10920,Valid,"Iron, IAB-MG",736600,Found,1915,-23.900000,151.300000,"(-23.9, 151.3)"
Gladstone (stone),10921,Valid,H4,57300,Found,1936,36.300000,-104.000000,"(36.3, -104.0)"
Glasgow,10927,Valid,"Iron, IIIAB",20400,Found,1922,37.016670,-85.916670,"(37.01667, -85.91667)"
Glasston,10928,Valid,L5,1990,Found,1969,48.716670,-97.300000,"(48.71667, -97.3)"
Glen Rose (iron),10932,Valid,"Iron, ungrouped",11000,Found,1934,32.250000,-97.716670,"(32.25, -97.71667)"
Glenormiston,10933,Valid,"Iron, ungrouped",40800,Found,1925,-22.900000,138.716670,"(-22.9, 138.71667)"
Glenrothes,10934,Valid,H5,13,Found,1998,56.250000,-3.166670,"(56.25, -3.16667)"
Glorieta Mountain,10935,Valid,"Pallasite, PMG-an",148000,Found,1884,35.600000,-105.800000,"(35.6, -105.8)"
Gnowangerup,10937,Valid,"Iron, IIIAB",33600,Found,1976,-34.000000,118.100000,"(-34.0, 118.1)"
Goalpara,10938,Valid,Ureilite,2700,Found,1868,26.166670,90.600000,"(26.16667, 90.6)"
Gobabeb,10939,Valid,H4,27000,Found,1969,-23.550000,15.033330,"(-23.55, 15.03333)"
Gold Basin,10940,Valid,L4,61000,Found,1995,35.875000,-114.233330,"(35.875, -114.23333)"
Golden Mile,10941,Valid,H4,378.8,Found,2000,35.890000,-114.166670,"(35.89, -114.16667)"
Golden Rule,10942,Valid,L5,797.6,Found,1999,35.873330,-114.200000,"(35.87333, -114.2)"
Goldstone Dry Lake,10943,Valid,H6,1.1,Found,1999,35.373330,-116.908330,"(35.37333, -116.90833)"
Gomez,10944,Valid,L6,47000,Found,1974,33.181390,-102.401390,"(33.18139, -102.40139)"
Goodland,10945,Valid,L4,3628,Found,1923,39.350000,-101.666670,"(39.35, -101.66667)"
Goose Creek,10946,Valid,H5,2132.3000000000002,Found,1999,37.435000,-98.318330,"(37.435, -98.31833)"
Goose Lake,10947,Valid,"Iron, IAB-sLL",1169500,Found,1938,41.980000,-120.541670,"(41.98, -120.54167)"
Goronyo,34019,Valid,H4,11000,Found,2001,13.266670,5.400000,"(13.26667, 5.4)"
Gourara,30665,Valid,H6,1272,Found,2002,29.758830,1.884670,"(29.75883, 1.88467)"
Gove,52859,Relict,Relict iron,0,Found,1979,-12.263330,136.838330,"(-12.26333, 136.83833)"
Governador Valadares,10950,Valid,Martian (nakhlite),158,Found,1958,-18.850000,-41.950000,"(-18.85, -41.95)"
Grady (1933),10951,Valid,L3-6,4230,Found,1933,34.800000,-103.316670,"(34.8, -103.31667)"
Grady (1937),10952,Valid,H3.7,9300,Found,1937,34.800000,-103.316670,"(34.8, -103.31667)"
Grady (c),10953,Valid,H4,5700,Found,1970,34.800000,-103.316670,"(34.8, -103.31667)"
Granada Creek,10954,Valid,H,479,Found,1975,37.966670,-102.333330,"(37.96667, -102.33333)"
Grand Rapids,10955,Valid,"Iron, ungrouped",51700,Found,1883,42.966670,-85.766670,"(42.96667, -85.76667)"
Grandview,47730,Valid,L5,6400,Found,2008,32.788333,-101.938333,"(32.788333, -101.938333)"
Grant,10957,Valid,"Iron, IIIAB",525000,Found,1929,35.166670,-107.883330,"(35.16667, -107.88333)"
Grant County,10958,Valid,L6,2300,Found,1936,37.466670,-101.433330,"(37.46667, -101.43333)"
Grassland,10959,Valid,L4,4400,Found,1964,33.116670,-101.583330,"(33.11667, -101.58333)"
